album_id,album_name,cover_location,artist,track_id,track_name,popularity,explicit,danceability,energy,key,loudness,modality,energy,valence,speechiness,genre
3k40SaCswDbqBOfuGzi72t,Message-of-Love,image-data/blues/Message-of-Love-Louise-Hoffsten.jpg,Louise-Hoffsten,6xh2u0f4NbLFi4DtMHJT2s,Slowburn,22,False,0.476,0.487,7,-9.653,0,0.487,0.732,0.029,blues
4thcg2W2J9GVmI7memD2WA,Semplice,image-data/classical/Semplice-bzur.jpg,bzur,0MJbnRTcoDEj8kWY4E8wdj,"Suite-No.-1-in-G-Major,-Z.-660:-I.-Prelude",45,False,0.491,0.0303,7,-25.502,1,0.0303,0.865,0.109,classical
0jtOem65xfc3VQIxv6B6fa,Couch-Standing,image-data/hip-hop/Couch-Standing-Nieman-J.jpg,Nieman-J,64hs5Ea2xszRCASEeyjtiM,Couch-Standing,40,True,0.955,0.503,1,-9.407,1,0.503,0.299,0.115,hip-hop
4nmmkrRG4aFmEoC9Xq1Ogk,Way-Back-Home-(2021),image-data/kpop/Way-Back-Home-(2021)-LUNCH.jpg,LUNCH,34Vy1dY4YFVrzpk7hCbRx9,Way-Back-Home-(2021),41,False,0.807,0.724,2,-4.532,1,0.724,0.536,0.0325,kpop
6NUEU1vyIctdAg8IHot8Wy,What-Makes-You-Country,image-data/country/What-Makes-You-Country-Luke-Bryan.jpg,Luke-Bryan,3bDXhWsPiFTHtrsMg5faL2,What-Makes-You-Country,62,False,0.515,0.948,0,-1.721,1,0.948,0.752,0.0438,country
20Lz3v4KhOVUjvt8vmbtzs,I-am-The-Hurricane,image-data/heavy-metal/I-am-The-Hurricane-Dee-Snider.jpg,Dee-Snider,20A2m2Dw3afdAOxkEGw5ro,I-Am-the-Hurricane,0,False,0.508,0.91,1,-4.583,0,0.91,0.509,0.0374,heavy-metal
4EDO0bhrXn13AL5MDKfQWJ,Under-My-Skin,image-data/country/Under-My-Skin-Nate-Smith.jpg,Nate-Smith,7G6eOSluX80fOpWD1ERuyF,Under-My-Skin,62,False,0.604,0.536,8,-6.186,1,0.536,0.473,0.0345,country
0N6FHcZaScT0eCiBNfP3qd,All-the-Smoke-(feat.-Gunna-&-Wiz-Khalifa),image-data/hip-hop/All-the-Smoke-(feat.-Gunna-&-Wiz-Khalifa)-Tyla-Yaweh.jpg,Tyla-Yaweh,3McTpsUQfEDrlNd2ikro2E,All-the-Smoke-(feat.-Gunna-&-Wiz-Khalifa),69,True,0.712,0.822,6,-3.728,0,0.822,0.469,0.131,hip-hop
5p5lKDY6Ag62f8HWfIFzQ0,On-The-Rocks,image-data/country/On-The-Rocks-Midland.jpg,Midland,1vBpwxsLVwaR4evBIaFmqD,Drinkin'-Problem,68,False,0.622,0.763,9,-6.4,1,0.763,0.621,0.0263,country
7lRvSWMUCTIjkvZQLy4yBx,Life,image-data/metal/Life-Dope.jpg,Dope,5bU4KX47KqtDKKaLM4QCzh,Die-MF-Die,67,True,0.657,0.96,5,-3.524,0,0.96,0.567,0.07,metal
5Ol7UcvxuzeE34MqGivc0o,In-A-Perfect-World...,image-data/r-n-b/In-A-Perfect-World...-Keri-Hilson.jpg,Keri-Hilson,3OWcWJz1c0pIc6L3IDDhpP,Knock-You-Down,56,False,0.588,0.877,8,-4.78,1,0.877,0.645,0.16,r-n-b
2u1Wc12FWm7X2ueUHCHxJC,Red-Light-Green-Light,image-data/hip-hop/Red-Light-Green-Light-DaBaby.jpg,DaBaby,1YDebgap5OFwXEBG18NJvy,Red-Light-Green-Light,82,True,0.933,0.656,2,-5.85,1,0.656,0.934,0.322,hip-hop
0HcHPBu9aaF1MxOiZmUQTl,Absolution,image-data/alternative/Absolution-Muse.jpg,Muse,2takcwOaAZWiXQijPHIx7B,Time-is-Running-Out,67,False,0.585,0.842,9,-5.883,0,0.842,0.428,0.0556,alternative
1uyf3l2d4XYwiEqAb7t7fX,Doo-Wops-&-Hooligans,image-data/pop/Doo-Wops-&-Hooligans-Bruno-Mars.jpg,Bruno-Mars,2tJulUYLDKOg9XrtVkMgcJ,Grenade,76,False,0.706,0.558,2,-7.237,0,0.558,0.227,0.0593,pop
7z6LqzGLGd6tnWvsH9iojB,Blue,image-data/alternative/Blue-Third-Eye-Blind.jpg,Third-Eye-Blind,06iQLLK93Dlv7RcvzmZo2g,Deep-Inside-of-You---2008-Remaster,50,False,0.502,0.591,7,-4.522,1,0.591,0.169,0.0242,alternative
1WuKnZDy27KDdLr96p0D8A,Albinoni:-Adagio-in-G-minor---Pachelbel:-Canon,image-data/classical/Albinoni:-Adagio-in-G-minor---Pachelbel:-Canon-Berliner-Philharmoniker.jpg,Berliner-Philharmoniker,7h6GoPvGHC9uzZJ8bNvfIq,"Suite-No.3-In-D,-BWV-1068:-2.-Air",54,False,0.0753,0.07,2,-27.272,1,0.07,0.0625,0.044,classical
3rMjL8NA5Wh2hbMNk2fSlY,good-4-u,image-data/pop/good-4-u-Olivia-Rodrigo.jpg,Olivia-Rodrigo,6PERP62TejQjgHu81OHxgM,good-4-u,90,True,0.556,0.661,6,-5.052,0,0.661,0.668,0.204,pop
1tuM8yBePaekEruGsH2J79,Get-A-Grip,image-data/alternative/Get-A-Grip-Aerosmith.jpg,Aerosmith,0NJC0FDCODpPUntRTTQq97,Cryin',72,False,0.445,0.856,9,-3.674,1,0.856,0.486,0.0327,alternative
5yZReyaWQzR6jvaw4OBxzV,Lovehate,image-data/r-n-b/Lovehate-The-Dream.jpg,The-Dream,3wkNK8tJZ2stygNJm8RCRD,I-Luv-Your-Girl,58,True,0.723,0.322,8,-9.702,1,0.322,0.0406,0.0341,r-n-b
5MfAxS5zz8MlfROjGQVXhy,Speak-Now,image-data/country/Speak-Now-Taylor-Swift.jpg,Taylor-Swift,0dBW6ZsW8skfvoRfgeerBF,Mine,63,False,0.624,0.757,7,-2.94,1,0.757,0.658,0.0296,country
4uG8q3GPuWHQlRbswMIRS6,Dookie,image-data/alternative/Dookie-Green-Day.jpg,Green-Day,6L89mwZXSOwYl76YXfX13s,Basket-Case,79,False,0.442,0.943,3,-3.205,1,0.943,0.781,0.0602,alternative
2B4lHoTCpWbxQPTZmCOjnH,Hellbilly-Deluxe,image-data/rock/Hellbilly-Deluxe-Rob-Zombie.jpg,Rob-Zombie,6Nm8h73ycDG2saCnZV8poF,Dragula,74,False,0.591,0.963,0,-6.489,0,0.963,0.609,0.0531,rock
4bVfyHDdkjpiWhLeiLLJbt,She's-Mine,image-data/country/She's-Mine-Kip-Moore.jpg,Kip-Moore,5xkTOC5NHPfUmrBCIrSTJX,She's-Mine,52,False,0.608,0.871,2,-5.397,1,0.871,0.488,0.0348,country
7zJzNs8eVgbkVVSQSwKRtx,The-Head-On-The-Door,image-data/indie/The-Head-On-The-Door-The-Cure.jpg,The-Cure,4CRpOsjhvgxjF7rQufmyZ1,Inbetween-Days,64,False,0.546,0.836,9,-6.321,1,0.836,0.735,0.0317,indie
5cnNuunPepqlcT0VoFdLOh,The-Breakthrough,image-data/r-n-b/The-Breakthrough-Mary-J.-Blige.jpg,Mary-J.-Blige,2YegxR5As7BeQuVp2U6pek,Be-Without-You---Kendu-Mix,55,False,0.724,0.705,2,-5.859,0,0.705,0.662,0.112,r-n-b
04LZCxj6AcJWOX8QF55CX0,Strange-Times,image-data/blues/Strange-Times-Omar-Coleman.jpg,Omar-Coleman,6Uk7gKqLqw2OkeK6hjvn94,Strange-Times,33,False,0.516,0.55,6,-7.304,1,0.55,0.719,0.0387,blues
3XLn9BkDkwq4icsUye2Krp,Summer-in-Abaddon,image-data/indie/Summer-in-Abaddon-Pinback.jpg,Pinback,6HmTNg44SuMjv7o0PvM1Fs,Fortress,49,False,0.802,0.599,7,-7.563,1,0.599,0.952,0.0396,indie
2pCfqddO9tLKRz3wzSNGsZ,Them-Vs.-You-Vs.-Me-(Deluxe-Edition),image-data/rock/Them-Vs.-You-Vs.-Me-(Deluxe-Edition)-Finger-Eleven.jpg,Finger-Eleven,28IEbk5a7twNTbUEvWslUb,Paralyzer,72,False,0.644,0.939,11,-3.486,0,0.939,0.861,0.0456,rock
0wvs4l6G2raakk5yuUMJBc,Circus-Animals,image-data/rock/Circus-Animals-Cold-Chisel.jpg,Cold-Chisel,5Eqx81y2ETkPuZrQuYBiub,When-The-War-Is-Over---2011-Remastered,54,False,0.443,0.669,9,-3.244,1,0.669,0.426,0.0274,rock
4zEAsP0RIfbGARdtsgAaUV,The-Way-It-Is,image-data/r-n-b/The-Way-It-Is-Keyshia-Cole.jpg,Keyshia-Cole,5tFDgH6do20IXdSoNBAmXK,I-Should-Have-Cheated,60,False,0.436,0.533,2,-4.266,0,0.533,0.366,0.0472,r-n-b
36oGKEp4Ho8eiughuj2cm1,Schumann:-Piano-Concerto---Brahms:-Variations-&-Fugue-on-a-Theme-by-Handel-(Live-In-Vienna),image-data/classical/Schumann:-Piano-Concerto---Brahms:-Variations-&-Fugue-on-a-Theme-by-Handel-(Live-In-Vienna)-Johannes-Brahms.jpg,Johannes-Brahms,1gK2cDl2dY7DFUEXvoMms6,"Variations-and-Fugue-on-a-Theme-by-Handel,-Op.24:-Aria---Live",0,False,0.491,0.0759,10,-25.558,1,0.0759,0.549,0.0485,classical
2PFK4dMZkqUQfxfSrK8WMf,Touch,image-data/r-n-b/Touch-Amerie.jpg,Amerie,1mnqraQ8oV8MX92rdOFLWW,1-Thing,62,False,0.612,0.961,10,-3.078,0,0.961,0.867,0.333,r-n-b
5z090LQztiqh13wYspQvKQ,Electric-Ladyland,image-data/rock/Electric-Ladyland-Jimi-Hendrix.jpg,Jimi-Hendrix,2aoo2jlRnM3A0NyLQqMN2f,All-Along-the-Watchtower,77,False,0.438,0.805,8,-6.237,1,0.805,0.564,0.0624,rock
0yK5uQabfypXDhYEsisV0G,"Tiersen:-""Pour-Amélie""-Piano-Music","image-data/classical/Tiersen:-""Pour-Amélie""-Piano-Music-Jeroen-van-Veen.jpg",Jeroen-van-Veen,35oDERZK91SJtzPqfSPDil,Sur-le-fil,39,False,0.366,0.0146,4,-23.641,0,0.0146,0.297,0.0496,classical
7aC5SxTBOl3FNl3pdqZV4T,"Greatest-Hits,-Vol.-1","image-data/heavy-metal/Greatest-Hits,-Vol.-1-Korn.jpg",Korn,39SHjPPvNVW2H9rSsGGOPD,"Another-Brick-in-the-Wall,-Pt.-1,-2,-3",53,False,0.62,0.496,0,-8.795,1,0.496,0.0901,0.0277,heavy-metal
6PbSfxZbhYUPidGyEOtALi,Champion,image-data/hip-hop/Champion-Kid-Ink.jpg,Kid-Ink,59JVrsMy8oUyl8usosvTqZ,Champion,57,False,0.287,0.956,5,-2.847,0,0.956,0.475,0.258,hip-hop
7GfqgsiW63VBNLRvIrhqLx,BIRTHDAY,image-data/kpop/BIRTHDAY-SOMI.jpg,SOMI,3jsWXhE5NuPWQ4IHplv2zt,BIRTHDAY,1,False,0.687,0.843,7,-4.242,1,0.843,0.597,0.109,kpop
5PNFRSb0MbGgH8nWfvZ45c,Fleet-Foot---single,image-data/blues/Fleet-Foot---single-Black-Pistol-Fire.jpg,Black-Pistol-Fire,7nYYyGUvfPMTjjCwW0Zr0m,Fleet-Foot,13,False,0.348,0.957,7,-3.833,1,0.957,0.216,0.259,blues
24E6rDvGDuYFjlGewp4ntF,Evil-Empire,image-data/rock/Evil-Empire-Rage-Against-The-Machine.jpg,Rage-Against-The-Machine,0tZ3mElWcr74OOhKEiNz1x,Bulls-On-Parade,74,True,0.412,0.919,5,-7.291,1,0.919,0.572,0.184,rock
5W3WPTgqbrcL3WVIc4X3Ic,Navigator,image-data/r-n-b/Navigator-Ché-Fu.jpg,Ché-Fu,6IwTZB5S5s2nAlfd8WpLFx,Fade-Away,48,False,0.817,0.664,6,-7.612,0,0.664,0.729,0.0387,r-n-b
4d4u7hmfuqvEmuXEQXONnk,Ball-And-Chain,image-data/blues/Ball-And-Chain-The-Record-Company.jpg,The-Record-Company,0QQIcQzNDvqgiVhIpIQegS,Ball-And-Chain,42,False,0.552,0.958,1,-5.304,0,0.958,0.183,0.0719,blues
5ykgKh6nGQq8qli7WjlsBV,Safe-As-Milk,image-data/blues/Safe-As-Milk-Captain-Beefheart-&-His-Magic-Band.jpg,Captain-Beefheart-&-His-Magic-Band,6LGTeOvnvtg6IKaAqHLfbP,"Sure-'Nuff-'n'-Yes,-I-Do",0,False,0.458,0.704,8,-9.609,1,0.704,0.846,0.0578,blues
32Uy0GLddTw4559CWja1f1,Teenage-Dream,image-data/pop/Teenage-Dream-Katy-Perry.jpg,Katy-Perry,0kUMtZVaYb7EETkBdrEXXA,Firework,51,False,0.638,0.832,8,-5.039,1,0.832,0.648,0.049,pop
3RIq2tHWbtfYMZmd6tPTwY,Bismarck,image-data/metal/Bismarck-Sabaton.jpg,Sabaton,39m87lOMd5ccENPVvAT7gH,Bismarck,66,False,0.505,0.859,6,-5.546,0,0.859,0.434,0.0431,metal
6bwWdBKK3YGxgFJkZ8BYVQ,Loveship,image-data/kpop/Loveship-Paul-Kim.jpg,Paul-Kim,6Hqk3UKf4uIrdbkJvwM7y3,Loveship,45,False,0.384,0.384,10,-7.001,1,0.384,0.0759,0.0312,kpop
3ffdUrEvCQJX6mn2ZTq93m,Ashes-of-the-Wake-(15th-Anniversary),image-data/heavy-metal/Ashes-of-the-Wake-(15th-Anniversary)-Lamb-of-God.jpg,Lamb-of-God,1yc53HK08sDab7PDFgnLWk,Laid-to-Rest,65,True,0.366,0.956,10,-3.725,0,0.956,0.159,0.108,heavy-metal
4oV1x8g9soPYY7dttgsang,"Vivaldi-Variation-(Arr.-for-Piano-from-Concerto-for-Strings-in-G-Minor,-RV-156)","image-data/classical/Vivaldi-Variation-(Arr.-for-Piano-from-Concerto-for-Strings-in-G-Minor,-RV-156)-Antonio-Vivaldi.jpg",Antonio-Vivaldi,3Dgmyz32dxvtxvUTPS0CUI,"Vivaldi-Variation-(Arr.-for-Piano-from-Concerto-for-Strings-in-G-Minor,-RV-156)",63,False,0.429,0.258,7,-16.967,0,0.258,0.0972,0.0549,classical
1U6cArob9gyUqpOKQ67whn,Beep,image-data/r-n-b/Beep-Bobby-V..jpg,Bobby-V.,6ytE3JHnQvay3rBvbe6ylx,Beep,25,False,0.461,0.642,0,-6.773,1,0.642,0.395,0.329,r-n-b
1UrEMAvTDJdsJsZdsBux4h,We-Are-Tonight,image-data/country/We-Are-Tonight-Billy-Currington.jpg,Billy-Currington,2EvddT8rcO99bKH0rDHAYG,We-Are-Tonight,71,False,0.559,0.812,11,-5.347,1,0.812,0.472,0.0371,country
30Perjew8HyGkdSmqguYyg,Blood-Sugar-Sex-Magik-(Deluxe-Edition),image-data/alternative/Blood-Sugar-Sex-Magik-(Deluxe-Edition)-Red-Hot-Chili-Peppers.jpg,Red-Hot-Chili-Peppers,3d9DChrdc6BOeFsbrZ3Is0,Under-the-Bridge,80,False,0.559,0.345,4,-13.496,1,0.345,0.458,0.0459,alternative
3kdaoYi2SztpyarxBZ3py6,8:-Kindred-Spirits-(Live-From-The-Lobero),image-data/jazz/8:-Kindred-Spirits-(Live-From-The-Lobero)-Charles-Lloyd.jpg,Charles-Lloyd,6LUVIXTaZSuOcQchjxoL5d,Requiem---Live,43,False,0.465,0.272,7,-16.583,0,0.272,0.269,0.0431,jazz
05UNmVxVeG3XwkfrcXls5g,BORDER-:-儚い,image-data/kpop/BORDER-:-儚い-ENHYPEN.jpg,ENHYPEN,2T7E6Gl6XxB8UnuqrufqYT,Given-Taken---Japanese-Ver.,57,False,0.581,0.68,8,-5.076,0,0.68,0.438,0.0357,kpop
1X2XBndYJpWTkRbTRXYe83,Redd,image-data/kpop/Redd-Whee-In.jpg,Whee-In,7oIwBVlvvsU3qbJqLD7zvE,water-color,47,False,0.742,0.621,0,-3.484,0,0.621,0.74,0.0595,kpop
4Bjo5Cl1SoA8gOFghSPiAE,Don't-Condone,image-data/hip-hop/Don't-Condone-Symba.jpg,Symba,5cUFVcxMzMtN7BMPNDiUcw,Don't-Condone,46,True,0.551,0.842,0,-4.948,1,0.842,0.3,0.43,hip-hop
2t3gB6LhQPgHtjmnrHjJlv,Sun-For-Someone,image-data/jazz/Sun-For-Someone-Oscar-Jerome.jpg,Oscar-Jerome,60HfXo3uboJTV7lry4YKWs,Sun-For-Someone---Edit,46,False,0.764,0.664,0,-9.421,1,0.664,0.715,0.116,jazz
5NDQYTuvzvCRrKZhXWtUV8,The-Greatest-Mellow-Blues,image-data/blues/The-Greatest-Mellow-Blues-Various-Artists.jpg,Various-Artists,4XRoSCPeQiFa7Rpscsntlv,Vietcong-Blues,0,False,0.628,0.302,9,-14.344,1,0.302,0.336,0.102,blues
7kW0cpKgSVsEqcc8xgbSb0,Vulgar-Display-of-Power,image-data/heavy-metal/Vulgar-Display-of-Power-Pantera.jpg,Pantera,7fcfNW0XxTWlwVlftzfDOR,Walk,73,True,0.43,0.704,1,-8.008,0,0.704,0.703,0.0804,heavy-metal
2lATw9ZAVp7ILQcOKPCPqp,Love-Yourself-結-'Answer',image-data/kpop/Love-Yourself-結-'Answer'-BTS.jpg,BTS,3p6hnejEQYXkiTO1lAzVc0,Euphoria,79,False,0.637,0.799,2,-4.519,1,0.799,0.562,0.0338,kpop
6fxDWG6bxcEAGhLnHjvMIf,"6-Chorale-Preludes,-BV-B-50-Herzlich-tut-mich-verlangen,-Op.-122-10","image-data/classical/6-Chorale-Preludes,-BV-B-50-Herzlich-tut-mich-verlangen,-Op.-122-10-Johannes-Brahms.jpg",Johannes-Brahms,7M94BkzJqwAN3PLj5cdNEx,"Herzlich-tut-mich-verlangen,-Op.-122-10",0,False,0.12,0.00488,9,-39.58,0,0.00488,0.195,0.0387,classical
0vNBQof86Lv5gLuf26ML7o,Kill-'Em-All-(Remastered),image-data/heavy-metal/Kill-'Em-All-(Remastered)-Metallica.jpg,Metallica,4YPgTCGJWAlHQ5g6eWoM8r,The-Four-Horsemen-(Remastered),54,False,0.222,0.938,0,-6.91,1,0.938,0.329,0.375,heavy-metal
1p2OBhqq0d1N8awjHV9xA3,Querencia,image-data/kpop/Querencia-CHUNG-HA.jpg,CHUNG-HA,7wDVvxMUdW5MtJUqFtuXUz,Bicycle,67,False,0.625,0.903,4,-2.519,1,0.903,0.825,0.0594,kpop
3wjYTOt0x1gLUtVPtr2lMQ,Cryptic-Speech-EP,image-data/edm/Cryptic-Speech-EP-UMEK.jpg,UMEK,5tzcReCKuj6qYbQQVS0ehG,Cryptic-Speech---Original-Mix,58,False,0.741,0.948,2,-4.822,1,0.948,0.177,0.0439,edm
65QFxYBGGQGGvAcW0YNMXa,All-Out-Life,image-data/heavy-metal/All-Out-Life-Slipknot.jpg,Slipknot,6vAQtUlYrzolE6SS9QCTs5,All-Out-Life,66,True,0.499,0.97,0,-2.838,1,0.97,0.0506,0.116,heavy-metal
6KOqhvDPcG9HKntCfiWesH,El-Amor-De-Mi-Tierra,image-data/latin/El-Amor-De-Mi-Tierra-Carlos-Vives.jpg,Carlos-Vives,1lcaG7worZLgdGuniOfGje,Fruta-Fresca,62,False,0.515,0.878,9,-8.846,0,0.878,0.732,0.149,latin
