album_id,album_name,cover_location,artist,track_id,track_name,popularity,explicit,danceability,energy,key,loudness,modality,energy,valence,speechiness,genre,dominant-h,dominant-s,dominant-v
3XoemveVVhEFXWbWgyzKem,SS501-스페셜-앨범,image-data/kpop/SS501-스페셜-앨범-SS501.jpg,SS501,4EKS4BdlS8yL7iMbE8G35Z,U-R-Man,47,False,0.81,0.905,11,-7.415,0,0.905,0.908,0.0342,kpop,12.991230753543391,13.67043948200265,18.036963393494446
0hbY1zcX84ISm2h3XlyTn5,Confrontation,image-data/edm/Confrontation-Homegrown-Syndrome.jpg,Homegrown-Syndrome,3e1Ky0YseXxGBqxjyzbfyU,Confrontation,31,False,0.824,0.646,4,-11.556,0,0.646,0.708,0.134,edm,179.1987279904756,131.60783883701987,238.20402280844664
3cWywjglsOprND0106Mv1s,Die-by-the-Blade,image-data/heavy-metal/Die-by-the-Blade-Beast-In-Black.jpg,Beast-In-Black,7G0n4t8Ul5r0BpS2lw5hYT,Die-by-the-Blade,0,False,0.552,0.864,8,-6.523,0,0.864,0.898,0.0375,heavy-metal,24.411540513758673,33.87075996646086,35.33310465736718
00UsuOsS3TvApV8OH4ba6P,i-miss-new-york,image-data/edm/i-miss-new-york-warner-case.jpg,warner-case,1BbrIpVnqNzTJqBBYvfgkY,i-miss-new-york,44,False,0.751,0.673,5,-10.677,1,0.673,0.511,0.213,edm,166.59093614629145,173.69390893158294,252.29653450613407
0fm7SRk4ucI8nYt2UINwDS,Final-Breath,image-data/metal/Final-Breath-The-Browning.jpg,The-Browning,2VK9R7kmVxqsmdNPDC6JDT,Final-Breath,34,False,0.137,0.946,7,-4.629,1,0.946,0.171,0.099,metal,39.04562766318489,16.25219653833101,23.27723518986387
4nXBMHX7WGzRYtvj3kE9Vb,RELOAD-[reloaded],image-data/edm/RELOAD-[reloaded]-Kaleena-Zanders.jpg,Kaleena-Zanders,1BcpbBKe8IEziSopTh2m1v,RELOAD-(reloaded-by-Lee-Wilson),42,False,0.654,0.86,11,-4.702,0,0.86,0.858,0.0344,edm,1.8394360723692742,1.7121853275184584,3.2450667127250767
5Yd0a6Ma2Lwob4wJsOqt2k,Somewhere-Nowhere---Bottle-It-Up,image-data/alternative/Somewhere-Nowhere---Bottle-It-Up-Hundredth.jpg,Hundredth,57Pyz11Pq4oFn5BoD0VhHi,Somewhere-Nowhere,15,False,0.265,0.869,1,-4.022,1,0.869,0.284,0.0777,alternative,68.49927356235648,50.92252894033838,35.50452266016778
43iBTEWECK7hSnE0p6GgNo,The-Emancipation-of-Mimi,image-data/r-n-b/The-Emancipation-of-Mimi-Mariah-Carey.jpg,Mariah-Carey,3LmvfNUQtglbTrydsdIqFU,We-Belong-Together,70,False,0.837,0.462,0,-7.89,1,0.462,0.762,0.0601,r-n-b,5.4936285295196186,4.04242299229923,3.5244316098276514
6LrheEX4HOEDjAh5oj4Q9c,Hooray-For-Love,image-data/jazz/Hooray-For-Love-Curtis-Stigers.jpg,Curtis-Stigers,2bUK1EW5FPfpNDLO42XKqV,Love-Is-Here-To-Stay,51,False,0.65,0.138,7,-13.318,0,0.138,0.331,0.039,jazz,191.73517873242525,206.53008114232802,217.4249372548064
1d9fNpMEICkIPnJ3r6EG3A,The-Strange-Case-of...,image-data/rock/The-Strange-Case-of...-Halestorm.jpg,Halestorm,60rHc4AkLlP4XVSATvBb6K,I-Miss-the-Misery,60,False,0.469,0.969,0,-2.219,1,0.969,0.476,0.0589,rock,20.607820853888473,20.607433427176694,20.608208280600252
4j6uSkOxQV2KKuSiGOQCHD,X,image-data/kpop/X-CHUNG-HA.jpg,CHUNG-HA,5FOnZ5yGWaKk0bxHOigYQk,X,17,False,0.413,0.868,5,-3.427,1,0.868,0.396,0.0482,kpop,109.93294177496185,130.94186745594968,174.6053739074134
4lSXxyaYcDLGpCcF3d21Ii,The-Medicine-Man,image-data/blues/The-Medicine-Man-Keb'-Mo'.jpg,Keb'-Mo',1SlXBA2DcPeBN9beZ9u4QX,The-Medicine-Man-[Feat.-Old-Crow-Medicine-Show],52,False,0.801,0.637,0,-6.406,1,0.637,0.769,0.0565,blues,13.475518726776496,16.88569925355957,33.708756699878336
61UHGSjWaVxXVaMu6Akp6N,The-Best-of-Sonny-Boy-Williamson,image-data/blues/The-Best-of-Sonny-Boy-Williamson-Sonny-Boy-Williamson-II.jpg,Sonny-Boy-Williamson-II,4ElDh4MTi4AQsGlXdjPWQE,Nine-Below-Zero,0,False,0.374,0.528,0,-7.425,1,0.528,0.736,0.0518,blues,129.84902806704355,140.33928394327086,129.91768322919765
1rmK8B04WolOKIHezD1nhe,Push-Now,image-data/blues/Push-Now-Southern-Avenue.jpg,Southern-Avenue,3GtDS0YwsWFC2JwOw5tQWu,Push-Now,37,False,0.544,0.597,1,-7.58,0,0.597,0.616,0.0348,blues,67.51989636886208,192.86681779540947,250.01092984657734
3DxLga8esIW4kag2FGPWMI,February-Son,image-data/alternative/February-Son-Oleander.jpg,Oleander,2Y4WG7WshrpVpFh3Uveypx,I-Walk-Alone,43,False,0.377,0.742,1,-6.728,1,0.742,0.46,0.0354,alternative,119.78483767081556,120.81717294803725,97.11989729306293
741JhzvIOudONDzRg6wuWJ,At-The-BBC,image-data/jazz/At-The-BBC-Amy-Winehouse.jpg,Amy-Winehouse,1U0cCrP1EhDFlmB6CTRh5O,Teach-Me-Tonight---Live-On-Jools-Holland-Hootenanny---2004,44,False,0.454,0.326,5,-9.172,0,0.326,0.553,0.0384,jazz,8.06204850361197,7.242066563467493,11.363175094599242
6AbWKVD3idhjdTxk7BQtKe,In-Da-House,image-data/latin/In-Da-House-Proyecto-Uno.jpg,Proyecto-Uno,2GcjfckZexh9wRRjg9KtQG,Tiburon,62,False,0.879,0.718,0,-12.984,1,0.718,0.891,0.0523,latin,53.2057027965637,82.93507585450557,218.39787972948272
30Perjew8HyGkdSmqguYyg,Blood-Sugar-Sex-Magik-(Deluxe-Edition),image-data/alternative/Blood-Sugar-Sex-Magik-(Deluxe-Edition)-Red-Hot-Chili-Peppers.jpg,Red-Hot-Chili-Peppers,3d9DChrdc6BOeFsbrZ3Is0,Under-the-Bridge,80,False,0.559,0.345,4,-13.496,1,0.345,0.458,0.0459,alternative,239.69578082191782,238.10995433789952,238.70637442922373
3RZyovebrHF5y395RNRR9N,Beast-of-Gévaudan,image-data/metal/Beast-of-Gévaudan-Powerwolf.jpg,Powerwolf,1i0fcF53lHffHnDxM293On,Beast-of-Gévaudan,57,False,0.463,0.962,1,-5.697,0,0.962,0.188,0.0712,metal,22.237448534382104,25.74715786886253,29.97127143120506
3k40SaCswDbqBOfuGzi72t,Message-of-Love,image-data/blues/Message-of-Love-Louise-Hoffsten.jpg,Louise-Hoffsten,6xh2u0f4NbLFi4DtMHJT2s,Slowburn,22,False,0.476,0.487,7,-9.653,0,0.487,0.732,0.029,blues,236.76725308739458,242.58971605445186,244.88130507564512
4thcg2W2J9GVmI7memD2WA,Semplice,image-data/classical/Semplice-bzur.jpg,bzur,0MJbnRTcoDEj8kWY4E8wdj,"Suite-No.-1-in-G-Major,-Z.-660:-I.-Prelude",45,False,0.491,0.0303,7,-25.502,1,0.0303,0.865,0.109,classical,234.75151963840398,203.56076605361596,208.6796875
4nmmkrRG4aFmEoC9Xq1Ogk,Way-Back-Home-(2021),image-data/kpop/Way-Back-Home-(2021)-LUNCH.jpg,LUNCH,34Vy1dY4YFVrzpk7hCbRx9,Way-Back-Home-(2021),41,False,0.807,0.724,2,-4.532,1,0.724,0.536,0.0325,kpop,230.19901047908792,213.05722012230723,153.8695491841062
6NUEU1vyIctdAg8IHot8Wy,What-Makes-You-Country,image-data/country/What-Makes-You-Country-Luke-Bryan.jpg,Luke-Bryan,3bDXhWsPiFTHtrsMg5faL2,What-Makes-You-Country,62,False,0.515,0.948,0,-1.721,1,0.948,0.752,0.0438,country,227.75926435336189,234.09144496404292,223.12614453570166
4EDO0bhrXn13AL5MDKfQWJ,Under-My-Skin,image-data/country/Under-My-Skin-Nate-Smith.jpg,Nate-Smith,7G6eOSluX80fOpWD1ERuyF,Under-My-Skin,62,False,0.604,0.536,8,-6.186,1,0.536,0.473,0.0345,country,15.005515956875243,19.6278878183316,28.626956552885133
0N6FHcZaScT0eCiBNfP3qd,All-the-Smoke-(feat.-Gunna-&-Wiz-Khalifa),image-data/hip-hop/All-the-Smoke-(feat.-Gunna-&-Wiz-Khalifa)-Tyla-Yaweh.jpg,Tyla-Yaweh,3McTpsUQfEDrlNd2ikro2E,All-the-Smoke-(feat.-Gunna-&-Wiz-Khalifa),69,True,0.712,0.822,6,-3.728,0,0.822,0.469,0.131,hip-hop,174.34725321432367,146.59605780469664,105.55190734247158
5p5lKDY6Ag62f8HWfIFzQ0,On-The-Rocks,image-data/country/On-The-Rocks-Midland.jpg,Midland,1vBpwxsLVwaR4evBIaFmqD,Drinkin'-Problem,68,False,0.622,0.763,9,-6.4,1,0.763,0.621,0.0263,country,15.834219506388383,20.064836124117132,27.070973203184934
7lRvSWMUCTIjkvZQLy4yBx,Life,image-data/metal/Life-Dope.jpg,Dope,5bU4KX47KqtDKKaLM4QCzh,Die-MF-Die,67,True,0.657,0.96,5,-3.524,0,0.96,0.567,0.07,metal,10.680659874288047,9.55165762781094,7.970523497242965
5Ol7UcvxuzeE34MqGivc0o,In-A-Perfect-World...,image-data/r-n-b/In-A-Perfect-World...-Keri-Hilson.jpg,Keri-Hilson,3OWcWJz1c0pIc6L3IDDhpP,Knock-You-Down,56,False,0.588,0.877,8,-4.78,1,0.877,0.645,0.16,r-n-b,17.37563977972141,15.230936183997414,20.337350178166503
2u1Wc12FWm7X2ueUHCHxJC,Red-Light-Green-Light,image-data/hip-hop/Red-Light-Green-Light-DaBaby.jpg,DaBaby,1YDebgap5OFwXEBG18NJvy,Red-Light-Green-Light,82,True,0.933,0.656,2,-5.85,1,0.656,0.934,0.322,hip-hop,68.3442653155228,74.84735145094427,105.45601105481344
0HcHPBu9aaF1MxOiZmUQTl,Absolution,image-data/alternative/Absolution-Muse.jpg,Muse,2takcwOaAZWiXQijPHIx7B,Time-is-Running-Out,67,False,0.585,0.842,9,-5.883,0,0.842,0.428,0.0556,alternative,202.83733542533597,202.14526911794803,199.19735316188007
1uyf3l2d4XYwiEqAb7t7fX,Doo-Wops-&-Hooligans,image-data/pop/Doo-Wops-&-Hooligans-Bruno-Mars.jpg,Bruno-Mars,2tJulUYLDKOg9XrtVkMgcJ,Grenade,76,False,0.706,0.558,2,-7.237,0,0.558,0.227,0.0593,pop,192.8512061076969,238.5280342204294,249.96050031134092
7z6LqzGLGd6tnWvsH9iojB,Blue,image-data/alternative/Blue-Third-Eye-Blind.jpg,Third-Eye-Blind,06iQLLK93Dlv7RcvzmZo2g,Deep-Inside-of-You---2008-Remaster,50,False,0.502,0.591,7,-4.522,1,0.591,0.169,0.0242,alternative,44.46833934659561,23.607659461785445,9.561914534441097
1WuKnZDy27KDdLr96p0D8A,Albinoni:-Adagio-in-G-minor---Pachelbel:-Canon,image-data/classical/Albinoni:-Adagio-in-G-minor---Pachelbel:-Canon-Berliner-Philharmoniker.jpg,Berliner-Philharmoniker,7h6GoPvGHC9uzZJ8bNvfIq,"Suite-No.3-In-D,-BWV-1068:-2.-Air",54,False,0.0753,0.07,2,-27.272,1,0.07,0.0625,0.044,classical,113.62777204110733,162.03294487879236,210.46093327432757
3rMjL8NA5Wh2hbMNk2fSlY,good-4-u,image-data/pop/good-4-u-Olivia-Rodrigo.jpg,Olivia-Rodrigo,6PERP62TejQjgHu81OHxgM,good-4-u,90,True,0.556,0.661,6,-5.052,0,0.661,0.668,0.204,pop,102.91021437578814,108.84997297784183,90.5904161412358
1tuM8yBePaekEruGsH2J79,Get-A-Grip,image-data/alternative/Get-A-Grip-Aerosmith.jpg,Aerosmith,0NJC0FDCODpPUntRTTQq97,Cryin',72,False,0.445,0.856,9,-3.674,1,0.856,0.486,0.0327,alternative,210.2125243201665,220.16777521379123,238.09614949549794
5yZReyaWQzR6jvaw4OBxzV,Lovehate,image-data/r-n-b/Lovehate-The-Dream.jpg,The-Dream,3wkNK8tJZ2stygNJm8RCRD,I-Luv-Your-Girl,58,True,0.723,0.322,8,-9.702,1,0.322,0.0406,0.0341,r-n-b,44.28992921718411,38.072990398766564,37.99747704814634
5MfAxS5zz8MlfROjGQVXhy,Speak-Now,image-data/country/Speak-Now-Taylor-Swift.jpg,Taylor-Swift,0dBW6ZsW8skfvoRfgeerBF,Mine,63,False,0.624,0.757,7,-2.94,1,0.757,0.658,0.0296,country,248.9844375100016,247.50116018562971,251.73339734357498
4uG8q3GPuWHQlRbswMIRS6,Dookie,image-data/alternative/Dookie-Green-Day.jpg,Green-Day,6L89mwZXSOwYl76YXfX13s,Basket-Case,79,False,0.442,0.943,3,-3.205,1,0.943,0.781,0.0602,alternative,228.56534308307118,230.27161805968882,226.25992687696623
2B4lHoTCpWbxQPTZmCOjnH,Hellbilly-Deluxe,image-data/rock/Hellbilly-Deluxe-Rob-Zombie.jpg,Rob-Zombie,6Nm8h73ycDG2saCnZV8poF,Dragula,74,False,0.591,0.963,0,-6.489,0,0.963,0.609,0.0531,rock,40.70446535201421,44.59593370423233,22.553319157612655
4bVfyHDdkjpiWhLeiLLJbt,She's-Mine,image-data/country/She's-Mine-Kip-Moore.jpg,Kip-Moore,5xkTOC5NHPfUmrBCIrSTJX,She's-Mine,52,False,0.608,0.871,2,-5.397,1,0.871,0.488,0.0348,country,20.730509561347265,25.804378983894694,29.34226605816015
7zJzNs8eVgbkVVSQSwKRtx,The-Head-On-The-Door,image-data/indie/The-Head-On-The-Door-The-Cure.jpg,The-Cure,4CRpOsjhvgxjF7rQufmyZ1,Inbetween-Days,64,False,0.546,0.836,9,-6.321,1,0.836,0.735,0.0317,indie,12.948582285881322,11.02022800350774,8.843466822566498
5cnNuunPepqlcT0VoFdLOh,The-Breakthrough,image-data/r-n-b/The-Breakthrough-Mary-J.-Blige.jpg,Mary-J.-Blige,2YegxR5As7BeQuVp2U6pek,Be-Without-You---Kendu-Mix,55,False,0.724,0.705,2,-5.859,0,0.705,0.662,0.112,r-n-b,251.43193522623997,249.99270193605244,248.31615763818127
04LZCxj6AcJWOX8QF55CX0,Strange-Times,image-data/blues/Strange-Times-Omar-Coleman.jpg,Omar-Coleman,6Uk7gKqLqw2OkeK6hjvn94,Strange-Times,33,False,0.516,0.55,6,-7.304,1,0.55,0.719,0.0387,blues,3.0494114711142544,11.733415131223225,1.9018841242773359
3XLn9BkDkwq4icsUye2Krp,Summer-in-Abaddon,image-data/indie/Summer-in-Abaddon-Pinback.jpg,Pinback,6HmTNg44SuMjv7o0PvM1Fs,Fortress,49,False,0.802,0.599,7,-7.563,1,0.599,0.952,0.0396,indie,249.99393431732187,250.81207937379048,251.31735074087982
2pCfqddO9tLKRz3wzSNGsZ,Them-Vs.-You-Vs.-Me-(Deluxe-Edition),image-data/rock/Them-Vs.-You-Vs.-Me-(Deluxe-Edition)-Finger-Eleven.jpg,Finger-Eleven,28IEbk5a7twNTbUEvWslUb,Paralyzer,72,False,0.644,0.939,11,-3.486,0,0.939,0.861,0.0456,rock,161.81461195282478,126.85918105923406,5.15270109103759
0wvs4l6G2raakk5yuUMJBc,Circus-Animals,image-data/rock/Circus-Animals-Cold-Chisel.jpg,Cold-Chisel,5Eqx81y2ETkPuZrQuYBiub,When-The-War-Is-Over---2011-Remastered,54,False,0.443,0.669,9,-3.244,1,0.669,0.426,0.0274,rock,227.3752470784062,243.86201754690154,226.84530290945662
4zEAsP0RIfbGARdtsgAaUV,The-Way-It-Is,image-data/r-n-b/The-Way-It-Is-Keyshia-Cole.jpg,Keyshia-Cole,5tFDgH6do20IXdSoNBAmXK,I-Should-Have-Cheated,60,False,0.436,0.533,2,-4.266,0,0.533,0.366,0.0472,r-n-b,20.837294998987648,35.227050010123506,42.070014172909495
36oGKEp4Ho8eiughuj2cm1,Schumann:-Piano-Concerto---Brahms:-Variations-&-Fugue-on-a-Theme-by-Handel-(Live-In-Vienna),image-data/classical/Schumann:-Piano-Concerto---Brahms:-Variations-&-Fugue-on-a-Theme-by-Handel-(Live-In-Vienna)-Johannes-Brahms.jpg,Johannes-Brahms,1gK2cDl2dY7DFUEXvoMms6,"Variations-and-Fugue-on-a-Theme-by-Handel,-Op.24:-Aria---Live",0,False,0.491,0.0759,10,-25.558,1,0.0759,0.549,0.0485,classical,7.639571064428232,6.21061791333392,6.778201634877384
2PFK4dMZkqUQfxfSrK8WMf,Touch,image-data/r-n-b/Touch-Amerie.jpg,Amerie,1mnqraQ8oV8MX92rdOFLWW,1-Thing,62,False,0.612,0.961,10,-3.078,0,0.961,0.867,0.333,r-n-b,16.974690395084526,18.504886823087453,17.40412594314094
5z090LQztiqh13wYspQvKQ,Electric-Ladyland,image-data/rock/Electric-Ladyland-Jimi-Hendrix.jpg,Jimi-Hendrix,2aoo2jlRnM3A0NyLQqMN2f,All-Along-the-Watchtower,77,False,0.438,0.805,8,-6.237,1,0.805,0.564,0.0624,rock,67.08382819046231,72.7010455754308,198.8043644577216
0yK5uQabfypXDhYEsisV0G,"Tiersen:-""Pour-Amélie""-Piano-Music","image-data/classical/Tiersen:-""Pour-Amélie""-Piano-Music-Jeroen-van-Veen.jpg",Jeroen-van-Veen,35oDERZK91SJtzPqfSPDil,Sur-le-fil,39,False,0.366,0.0146,4,-23.641,0,0.0146,0.297,0.0496,classical,168.267170352037,111.70843781548182,75.26902660631126
7aC5SxTBOl3FNl3pdqZV4T,"Greatest-Hits,-Vol.-1","image-data/heavy-metal/Greatest-Hits,-Vol.-1-Korn.jpg",Korn,39SHjPPvNVW2H9rSsGGOPD,"Another-Brick-in-the-Wall,-Pt.-1,-2,-3",53,False,0.62,0.496,0,-8.795,1,0.496,0.0901,0.0277,heavy-metal,13.11292803113524,14.505884937698127,11.71058661058975
6PbSfxZbhYUPidGyEOtALi,Champion,image-data/hip-hop/Champion-Kid-Ink.jpg,Kid-Ink,59JVrsMy8oUyl8usosvTqZ,Champion,57,False,0.287,0.956,5,-2.847,0,0.956,0.475,0.258,hip-hop,1.3709634314729868,0.8184936083025249,0.5320475702641296
7GfqgsiW63VBNLRvIrhqLx,BIRTHDAY,image-data/kpop/BIRTHDAY-SOMI.jpg,SOMI,3jsWXhE5NuPWQ4IHplv2zt,BIRTHDAY,1,False,0.687,0.843,7,-4.242,1,0.843,0.597,0.109,kpop,203.08550608781206,70.60447669413357,243.8617328741852
5PNFRSb0MbGgH8nWfvZ45c,Fleet-Foot---single,image-data/blues/Fleet-Foot---single-Black-Pistol-Fire.jpg,Black-Pistol-Fire,7nYYyGUvfPMTjjCwW0Zr0m,Fleet-Foot,13,False,0.348,0.957,7,-3.833,1,0.957,0.216,0.259,blues,239.38062943262412,240.17830230496455,246.4340868794326
24E6rDvGDuYFjlGewp4ntF,Evil-Empire,image-data/rock/Evil-Empire-Rage-Against-The-Machine.jpg,Rage-Against-The-Machine,0tZ3mElWcr74OOhKEiNz1x,Bulls-On-Parade,74,True,0.412,0.919,5,-7.291,1,0.919,0.572,0.184,rock,62.56666483395645,187.65229821860567,236.1143886078733
5W3WPTgqbrcL3WVIc4X3Ic,Navigator,image-data/r-n-b/Navigator-Ché-Fu.jpg,Ché-Fu,6IwTZB5S5s2nAlfd8WpLFx,Fade-Away,48,False,0.817,0.664,6,-7.612,0,0.664,0.729,0.0387,r-n-b,21.15712016054854,26.05298659308192,24.883044847674
4d4u7hmfuqvEmuXEQXONnk,Ball-And-Chain,image-data/blues/Ball-And-Chain-The-Record-Company.jpg,The-Record-Company,0QQIcQzNDvqgiVhIpIQegS,Ball-And-Chain,42,False,0.552,0.958,1,-5.304,0,0.958,0.183,0.0719,blues,43.98686799555138,51.34339977756865,55.564633416032166
5ykgKh6nGQq8qli7WjlsBV,Safe-As-Milk,image-data/blues/Safe-As-Milk-Captain-Beefheart-&-His-Magic-Band.jpg,Captain-Beefheart-&-His-Magic-Band,6LGTeOvnvtg6IKaAqHLfbP,"Sure-'Nuff-'n'-Yes,-I-Do",0,False,0.458,0.704,8,-9.609,1,0.704,0.846,0.0578,blues,243.6465960036816,252.0577773819067,251.495769127995
32Uy0GLddTw4559CWja1f1,Teenage-Dream,image-data/pop/Teenage-Dream-Katy-Perry.jpg,Katy-Perry,0kUMtZVaYb7EETkBdrEXXA,Firework,51,False,0.638,0.832,8,-5.039,1,0.832,0.648,0.049,pop,188.28272483519143,182.64584803338508,202.62744188859546
3RIq2tHWbtfYMZmd6tPTwY,Bismarck,image-data/metal/Bismarck-Sabaton.jpg,Sabaton,39m87lOMd5ccENPVvAT7gH,Bismarck,66,False,0.505,0.859,6,-5.546,0,0.859,0.434,0.0431,metal,31.397876273590988,44.312454322686044,71.47263660203775
6bwWdBKK3YGxgFJkZ8BYVQ,Loveship,image-data/kpop/Loveship-Paul-Kim.jpg,Paul-Kim,6Hqk3UKf4uIrdbkJvwM7y3,Loveship,45,False,0.384,0.384,10,-7.001,1,0.384,0.0759,0.0312,kpop,166.10762847111394,169.01500159591447,169.86265560165975
3ffdUrEvCQJX6mn2ZTq93m,Ashes-of-the-Wake-(15th-Anniversary),image-data/heavy-metal/Ashes-of-the-Wake-(15th-Anniversary)-Lamb-of-God.jpg,Lamb-of-God,1yc53HK08sDab7PDFgnLWk,Laid-to-Rest,65,True,0.366,0.956,10,-3.725,0,0.956,0.159,0.108,heavy-metal,5.7864182046228265,13.74583407991399,16.743415158573733
4oV1x8g9soPYY7dttgsang,"Vivaldi-Variation-(Arr.-for-Piano-from-Concerto-for-Strings-in-G-Minor,-RV-156)","image-data/classical/Vivaldi-Variation-(Arr.-for-Piano-from-Concerto-for-Strings-in-G-Minor,-RV-156)-Antonio-Vivaldi.jpg",Antonio-Vivaldi,3Dgmyz32dxvtxvUTPS0CUI,"Vivaldi-Variation-(Arr.-for-Piano-from-Concerto-for-Strings-in-G-Minor,-RV-156)",63,False,0.429,0.258,7,-16.967,0,0.258,0.0972,0.0549,classical,195.18704751131222,206.34635180995474,217.05828619909502
1U6cArob9gyUqpOKQ67whn,Beep,image-data/r-n-b/Beep-Bobby-V..jpg,Bobby-V.,6ytE3JHnQvay3rBvbe6ylx,Beep,25,False,0.461,0.642,0,-6.773,1,0.642,0.395,0.329,r-n-b,2.3578442864212974,4.456487197520254,9.319449871063526
1UrEMAvTDJdsJsZdsBux4h,We-Are-Tonight,image-data/country/We-Are-Tonight-Billy-Currington.jpg,Billy-Currington,2EvddT8rcO99bKH0rDHAYG,We-Are-Tonight,71,False,0.559,0.812,11,-5.347,1,0.812,0.472,0.0371,country,9.570230802549347,28.312944743518344,33.245189035331975
30Perjew8HyGkdSmqguYyg,Blood-Sugar-Sex-Magik-(Deluxe-Edition),image-data/alternative/Blood-Sugar-Sex-Magik-(Deluxe-Edition)-Red-Hot-Chili-Peppers.jpg,Red-Hot-Chili-Peppers,3d9DChrdc6BOeFsbrZ3Is0,Under-the-Bridge,80,False,0.559,0.345,4,-13.496,1,0.345,0.458,0.0459,alternative,239.94602963946028,238.37222590872227,238.95819508958195
3kdaoYi2SztpyarxBZ3py6,8:-Kindred-Spirits-(Live-From-The-Lobero),image-data/jazz/8:-Kindred-Spirits-(Live-From-The-Lobero)-Charles-Lloyd.jpg,Charles-Lloyd,6LUVIXTaZSuOcQchjxoL5d,Requiem---Live,43,False,0.465,0.272,7,-16.583,0,0.272,0.269,0.0431,jazz,191.41555083244776,210.3916755224938,223.4433581296493
05UNmVxVeG3XwkfrcXls5g,BORDER-:-儚い,image-data/kpop/BORDER-:-儚い-ENHYPEN.jpg,ENHYPEN,2T7E6Gl6XxB8UnuqrufqYT,Given-Taken---Japanese-Ver.,57,False,0.581,0.68,8,-5.076,0,0.68,0.438,0.0357,kpop,213.05497337809882,217.4011259198969,218.56221385695392
